date;senders;receivers
1954-05-27;"Hasebe, S.; Yoshikawa, S.";Heisenberg, Werner (1901-1976)
1954-05-15;Heisenberg, Werner (1901-1976);Yoshikawa, S.
1954-04-15;"Hasebe, S.; Yoshikawa, S.";Heisenberg, Werner (1901-1976)
1967-12-05;Yoshihisa, Sachiko;Heisenberg, Werner (1901-1976)
1967-08-22;Yoshihisa, Sachiko;Heisenberg, Werner (1901-1976)
1967-08-18;Heisenberg, Werner (1901-1976);Yoshihisa, Sachiko
1967-08-11;Yoshihisa, Sachiko;Heisenberg, Werner (1901-1976)
1966-11-11;Heisenberg, Werner (1901-1976);Young, Arthur M. (1905-1995) [vermutlich]
1966-10-21;Young, Arthur M. (1905-1995) [vermutlich];Heisenberg, Werner (1901-1976)
1972-04-17;Heisenberg, Werner (1901-1976);"Hedayet, Salah El-Din; Syndicate of Scientific Workers"
1965-12-08;Biermann, Ludwig (1907-1986);"Zabusky, Norman J. (1929-2018); Bell Telephone Laboratories"
1958-04-19;Heisenberg, Werner (1901-1976);"Zaffarano, Daniel Joseph (1917-2004); USA. Embassy (Großbritannien)"
1958-04-09;"Zaffarano, Daniel Joseph (1917-2004); USA. Embassy (Großbritannien)";Heisenberg, Werner (1901-1976)
1974-08-06;Heisenberg, Werner (1901-1976);Zaiser, Walter
1974-07-29;Zaiser, Walter;Heisenberg, Werner (1901-1976)
1973-12-14;Zambona, Hans Georg (1928-);Heisenberg, Werner (1901-1976)
1972-12-11;Zambona, Hans Georg (1928-);Heisenberg, Werner (1901-1976)
1972-11-28;Heisenberg, Werner (1901-1976);Zambona, Hans Georg (1928-)
1972-11-25;Zambona, Hans Georg (1928-);Heisenberg, Werner (1901-1976)
1972-10-26;Zambona, Hans Georg (1928-);Heisenberg, Werner (1901-1976)
1972-10-19;Heisenberg, Werner (1901-1976);Zambona, Hans Georg (1928-)
1972-10-02;Zambona, Hans Georg (1928-);Heisenberg, Werner (1901-1976)
1957-11-25;"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat";Zampa, Giorgio (1921-2008)
29.02.192;Deutschmann, Martin (1917-2008);Zanichelli, Nicola
1972-10-02;Zanichelli, Nicola;Heisenberg, Werner (1901-1976)
1963-03-12;"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat";Zanolari, Oreste
1963-01-10;Zanolari, Oreste;Heisenberg, Werner (1901-1976)
1961-11-05;Zacharias, Ludwig;Heisenberg, Werner (1901-1976)
1962-08-16;Zanolari, Oreste;Max-Planck-Institut für Physik. Direktion. Sekretariat
1962-08-06;"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat";Zanolari, Oreste
1962-07-21;Zanolari, Oreste;Heisenberg, Werner (1901-1976)
1967-07-25;"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat";Zanstra, H.
1967-07-10;Zanstra, H.;Heisenberg, Werner (1901-1976)
1964;Zanstra, H.;Heisenberg, Werner (1901-1976)
1964-07-09;Heisenberg, Werner (1901-1976);Zanstra, H.
1964-07-03;Zanstra, H.;"Hobert, Margot (1912-); Max-Planck-Institut für Physik. Direktion. Sekretariat"
1964-06-18;"Hobert, Margot (1912-); Max-Planck-Institut für Physik. Direktion. Sekretariat";Zanstra, H.
1964-05-26;Zanstra, H.;Heisenberg, Werner (1901-1976)
1955-08-30;Heisenberg, Werner (1901-1976);Zapf, Ernst
1955-08-27;Zapf, Ernst;Heisenberg, Werner (1901-1976)
1952-04-29;Zastrau, Alfred;Heisenberg, Werner (1901-1976)
1974-09-26;Heisenberg, Werner (1901-1976);Zech, Franz (1914-1995)
1974-09-18;Zech, Franz (1914-1995);Heisenberg, Werner (1901-1976)
1969-12-31;Zedlitz, Wolfgang [vermutlich];Heisenberg, Werner (1901-1976)
1957-08-15;Carl Zeiss (Firma, Oberkochen);Heisenberg, Werner (1901-1976) [vermutlich]
1976-05-11;"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat";Geldsetzer, Lutz (1937-2019)
1976-05-07;"Geldsetzer, Lutz (1937-2019); König, Gert (1936-)";Heisenberg, Elisabeth (1914-1998)
1961-03-23;"Jensen, J. Hans D. (1907-1973); Zeitschrift für Physik (1920-1997)";Heisenberg, Werner (1901-1976)
1958-01-27;Unbekannt;Heisenberg, Werner (1901-1976)
1964-09-03;"Maydell, Christiane von; Schweitzer Verlag (Stuttgart)";Heisenberg, Werner (1901-1976)
1964-08-21;"Maydell, Christiane von; Schweitzer Verlag (Stuttgart)";Heisenberg, Werner (1901-1976)
1964-06-30;"Maydell, Christiane von; Schweitzer Verlag (Stuttgart)";Heisenberg, Werner (1901-1976)
1954-05-10;Heisenberg, Werner (1901-1976);"Berkenhoff, Georg Trurnit; Zeitung für Kommunalwirtschaft. Redaktion"
1954-05-09;"Berkenhoff, Georg Trurnit; Zeitung für Kommunalwirtschaft. Redaktion";Heisenberg, Werner (1901-1976)
1969-10-20;Heisenberg, Werner (1901-1976);"Böhme, Wolfgang (1919-2010); Zeitwende (Zeitschrift)"
1969-09-18;"Böhme, Wolfgang (1919-2010); Zeitwende (Zeitschrift)";Heisenberg, Werner (1901-1976)
1959-08-04;"Zeitz, Louis; Banta, Benjamin H.";Heisenberg, Werner (1901-1976) [vermutlich]
1957-05-07;"Zelger, Anton (1914-2008); Südtiroler Kulturinstitut (1954-)";Heisenberg, Werner (1901-1976) [vermutlich]
1967-07-03;"Zemach, Charle; Istituto di Fisica G. Marconi (Rom)";Heisenberg, Werner (1901-1976) [vermutlich]
1958-12-19;"Richter, Werner (1887-1960); Alexander von Humboldt-Stiftung (1860-1923)";Zemann, Josef (1923-2022)
1969-09-17;Heisenberg, Werner (1901-1976);"Zenker, Herbert (1937-); Orthopädische Klinik und Poliklinik (München)"
1969-09-01;Zenker, Herbert (1937-);Heisenberg, Werner (1901-1976)
1963-02-02;Zenker, Knut;Max-Planck-Institut für Physik und Astrophysik (1958-1991)
1972-09-29;Zenker, Markus;Heisenberg, Werner (1901-1976)
1967-10-12;"Heydenreich, Ludwig H.; Zentralinstitut für Kunstgeschichte (1946-)";Heisenberg, Werner (1901-1976) [vermutlich]
1957-09-05;"Heydenreich, Ludwig H.; Zentralinstitut für Kunstgeschichte (1946-)";Heisenberg, Werner (1901-1976) [vermutlich]
1966;"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat";Zentralstelle für Arbeitsvermittlung (-2007)
1966-03-18;Zentralstelle für Arbeitsvermittlung (-2007);"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik und Astrophysik (1958-1991)"
1968-08-14;Zentralstelle für Atomkernenergie-Dokumentation (Frankfurt, Main);"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik und Astrophysik (1958-1991)"
1968-03-25;Zentralstelle für Atomkernenergie-Dokumentation (Frankfurt, Main);"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik und Astrophysik (1958-1991)"
1960-11-01;Zens, Dorothea;"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik und Astrophysik (1958-1991)"
